Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD),Percentage Change,Hash Rate
BTC,2019-08-10,11278.2813,11827.5746,11967.878,11227.6222,-0.0464,72967028.25
BTC,2019-08-11,11485.3658,11279.8755,11545.1045,11101.0149,0.0184,74952525.62
BTC,2019-08-12,11391.9687,11485.3641,11583.8907,11227.4407,-0.0081,75945274.3
BTC,2019-08-13,10869.3791,11391.9638,11434.8885,10746.756,-0.0459,66017787.46
BTC,2019-08-14,10211.4986,10851.2005,10860.824,10047.9951,-0.0605,77930771.67
BTC,2019-08-15,10386.5396,10211.5095,10444.08,9682.7114,0.0171,75448899.96
BTC,2019-08-16,10388.4506,10307.2598,10530.3653,9726.9782,0.0002,77930771.67
BTC,2019-08-17,10212.1014,10388.458,10463.9187,9994.1082,-0.017,72967028.25
BTC,2019-08-18,10335.3728,10211.6709,10462.7495,10082.2655,0.0121,63535915.75
BTC,2019-08-19,10774.8103,10335.3745,10812.7971,10264.4565,0.0425,62740159.35
BTC,2019-08-20,10818.507,10774.8242,10943.8704,10531.4886,0.0041,82514504.79
BTC,2019-08-21,10064.9168,10818.5226,10818.5891,9864.1367,-0.0697,77452265.23
BTC,2019-08-22,10161.1648,10064.9311,10229.017,9762.0524,0.0096,68846457.98
BTC,2019-08-23,10364.2814,10103.4429,10450.2923,10034.0865,0.02,71377577.76
BTC,2019-08-24,10171.4975,10392.6163,10408.9639,9901.486,-0.0186,77452265.23
BTC,2019-08-25,10068.9224,10171.4902,10292.841,9911.5088,-0.0101,80995832.92
BTC,2019-08-26,10312.215,10138.5709,10624.6052,10136.0717,0.0242,78464713.14
BTC,2019-08-27,10122.1965,10312.1969,10402.2975,10042.8793,-0.0184,69352681.94
BTC,2019-08-28,9743.1621,10169.1427,10279.2542,9600.835,-0.0374,68340234.03
BTC,2019-08-29,9487.9764,9743.1587,9747.1198,9325.3942,-0.0262,76439817.32
BTC,2019-08-30,9590.7363,9487.96,9682.7255,9343.7061,0.0108,83526952.7
BTC,2019-08-31,9624.9839,9580.7614,9699.8644,9406.4445,0.0036,80995832.92
BTC,2019-09-01,9780.6679,9624.98,9819.1586,9552.1508,0.0162,84033176.66
BTC,2019-09-02,10381.856,9781.8643,10440.2205,9738.2476,0.0615,75959123.82
BTC,2019-09-03,10691.3113,10366.3738,10752.4215,10290.4944,0.0298,79786349.93
BTC,2019-09-04,10555.0469,10691.3185,10810.0182,10185.2579,-0.0127,87818532.81
BTC,2019-09-05,10576.3179,10555.0624,10643.9461,10463.8133,0.002,72825124.77
BTC,2019-09-06,10334.0239,10576.3252,10928.3438,10201.6083,-0.0229,88354011.67
BTC,2019-09-07,10495.2274,10333.9991,10563.7109,10288.7532,0.0156,84605659.66
BTC,2019-09-08,10402.7965,10485.4097,10595.1956,10244.5826,-0.0088,80321828.79
BTC,2019-09-09,10332.9422,10402.768,10524.387,10097.9804,-0.0067,94779757.97
BTC,2019-09-10,10082.9468,10332.9373,10380.3066,9956.1227,-0.0242,78179913.36
BTC,2019-09-11,10152.753,10107.495,10269.0304,9891.8033,0.0069,97457152.27
BTC,2019-09-12,10396.7672,10152.7606,10459.9266,10055.2645,0.024,98528109.98
BTC,2019-09-13,10299.477,10396.7623,10447.3886,10167.9911,-0.0094,84605659.66
BTC,2019-09-14,10351.232,10299.4946,10425.9118,10229.4542,0.005,81711974.36
BTC,2019-09-15,10302.1907,10361.0856,10381.5646,10267.8655,-0.0047,91618125.63
BTC,2019-09-16,10301.6597,10306.1484,10373.0635,10093.1403,-0.0001,86889448.17
BTC,2019-09-17,10231.4215,10301.6613,10304.6236,10145.3458,-0.0068,96346803.08
BTC,2019-09-18,10168.2877,10231.413,10263.8234,10094.325,-0.0062,87480532.86
BTC,2019-09-19,10223.5056,10166.7788,10286.0108,9687.2942,0.0054,102848734.6
BTC,2019-09-20,10138.3352,10223.5071,10289.2157,10065.6289,-0.0083,87480532.86
BTC,2019-09-21,9984.5205,10138.3576,10179.7425,9908.5728,-0.0152,89253786.9
BTC,2019-09-22,10031.8667,9984.5189,10083.0981,9850.7531,0.0047,98120057.12
BTC,2019-09-23,9719.7187,10031.8669,10062.9199,9630.6958,-0.0311,98120057.12
BTC,2019-09-24,8688.9735,9719.7043,9770.1615,7944.3345,-0.106,67383653.69
BTC,2019-09-25,8438.7086,8528.4648,8741.5096,8230.4665,-0.0288,92800294.99
BTC,2019-09-26,8103.2109,8438.7165,8462.4125,7757.2761,-0.0398,92209210.31
BTC,2019-09-27,8195.2107,8103.9016,8286.7433,7869.5532,0.0114,102155715.1
BTC,2019-09-28,8146.414,8183.3161,8321.1606,7723.6914,-0.006,83726816.32
BTC,2019-09-29,8085.7133,8146.423,8228.6415,7905.0177,-0.0075,100852756
BTC,2019-09-30,8241.3415,8055.6941,8331.2917,7728.6784,0.0192,86263992.57
BTC,2019-10-01,8333.6892,8298.6248,8508.7054,8195.0452,0.0112,82458228.19
BTC,2019-10-02,8273.464,8333.7103,8388.0159,8177.6946,-0.0072,90704051.01
BTC,2019-10-03,8203.8438,8273.4574,8412.65,8060.3253,-0.0084,93875521.33
BTC,2019-10-04,8163.9026,8231.7862,8240.9488,8014.4193,-0.0049,93241227.26
BTC,2019-10-05,8137.1467,8163.9014,8196.2495,8025.5005,-0.0033,93241227.26
BTC,2019-10-06,7853.6933,8138.8335,8171.5683,7802.4649,-0.0348,100218462
BTC,2019-10-07,8236.2084,7850.6846,8304.1401,7777.6316,0.0487,94509815.39
BTC,2019-10-08,8201.6378,8236.2059,8316.9907,8113.1118,-0.0042,98315579.77
BTC,2019-10-09,8572.3808,8173.8388,8691.0727,8117.9122,0.0452,102755638.2
BTC,2019-10-10,8582.1445,8572.3823,8654.3828,8435.1865,0.0011,87532580.7
BTC,2019-10-11,8320.1716,8582.1481,8796.4573,8288.2276,-0.0305,103681264.3
BTC,2019-10-12,8328.6043,8320.1682,8406.1424,8225.3015,0.001,100875176.1
BTC,2019-10-13,8282.1773,8309.1729,8468.9736,8167.2649,-0.0056,86002553.97
BTC,2019-10-14,8337.819,8282.1816,8385.5534,8214.3189,0.0067,91822275.67
BTC,2019-10-15,8171.6312,8331.0934,8350.4041,8099.9442,-0.0199,87295825.46
BTC,2019-10-16,8003.8204,8166.3448,8184.3864,7918.2759,-0.0205,98935268.85
BTC,2019-10-17,8058.0581,8003.8193,8120.1211,7937.8522,0.0068,92468911.41
BTC,2019-10-18,7970.2395,8058.0589,8121.0459,7820.0663,-0.0109,96995361.62
BTC,2019-10-19,7943.3471,7956.8908,8095.9034,7882.647,-0.0034,103461719.1
BTC,2019-10-20,8200.3188,7943.3524,8306.0049,7884.5186,0.0324,91822275.67
BTC,2019-10-21,8200.2461,8233.7995,8346.5565,8152.2379,0,94408818.64
BTC,2019-10-22,8073.4095,8200.2444,8309.6653,8054.9481,-0.0155,102815083.3
BTC,2019-10-23,7420.4158,8027.2938,8054.9949,7307.3919,-0.0809,109281440.8
BTC,2019-10-24,7460.6174,7420.414,7503.5998,7347.6309,0.0054,109144376.3
BTC,2019-10-25,8591.2239,7421.5718,8762.6805,7393.2614,0.1515,90520752.86
BTC,2019-10-26,9171.3065,8591.2366,10332.4095,8591.2258,0.0675,93923788.68
BTC,2019-10-27,9578.3676,9259.5219,9813.4439,9103.7371,0.0444,95285003.01
BTC,2019-10-28,9458.2234,9578.3644,9930.974,9272.6567,-0.0125,78269823.9
BTC,2019-10-29,9455.7247,9228.0745,9551.7787,9125.7785,-0.0003,91201360.02
BTC,2019-10-30,9225.9955,9455.7282,9468.9632,9004.1323,-0.0243,90520752.86
BTC,2019-10-31,9131.4106,9225.9978,9425.4499,8954.8996,-0.0103,91201360.02
BTC,2019-11-01,9197.6323,9131.4172,9291.1176,9047.1766,0.0073,89840145.69
BTC,2019-11-02,9290.8966,9230.4789,9377.0845,9197.8331,0.0101,88478931.37
BTC,2019-11-03,9202.4155,9290.8998,9362.6331,9074.3829,-0.0095,91201360.02
BTC,2019-11-04,9369.6281,9203.826,9526.1652,9125.8615,0.0182,93923788.68
BTC,2019-11-05,9326.5996,9404.3809,9466.071,9173.0447,-0.0046,89840145.69
BTC,2019-11-06,9335.7524,9326.5925,9439.2157,9254.7321,0.001,98007431.67
BTC,2019-11-07,9226.4858,9331.2158,9364.5908,9088.1076,-0.0117,89840145.69
BTC,2019-11-08,8794.3586,9205.6186,9247.6144,8666.3896,-0.0468,91737090.37
BTC,2019-11-09,8798.0421,8794.3626,8881.9091,8719.9618,0.0004,80936306.12
BTC,2019-11-10,9081.1869,8798.0361,9123.3385,8742.7376,0.0322,91053344.38
BTC,2019-11-11,8711.5343,9081.1777,9096.0263,8613.8924,-0.0407,104964272
BTC,2019-11-12,8760.8927,8711.5362,8856.3816,8564.9379,0.0057,95479548.62
BTC,2019-11-13,8749.5206,8760.8885,8837.9213,8703.6355,-0.0013,85362510.36
BTC,2019-11-14,8656.9709,8758.5466,8785.0542,8562.3746,-0.0106,85362510.36
BTC,2019-11-15,8500.6436,8656.9719,8763.9035,8359.8492,-0.0181,106861216.7
BTC,2019-11-16,8469.2609,8500.6439,8539.1322,8423.5432,-0.0037,99905752.86
BTC,2019-11-17,8537.3397,8469.261,8624.9563,8369.225,0.008,93582603.95
BTC,2019-11-18,8205.8064,8500.6446,8500.6465,8035.8859,-0.0388,97376493.3
BTC,2019-11-19,8118.4885,8205.81,8205.81,7988.9226,-0.0106,88524084.81
BTC,2019-11-20,8074.8432,8119.4844,8215.6196,8029.0977,-0.0054,92950289.06
BTC,2019-11-21,7612.7406,8074.8406,8118.114,7420.2813,-0.0572,89788714.6
BTC,2019-11-22,7262.1105,7618.5794,7717.8021,6804.1431,-0.0461,87143254.96
BTC,2019-11-23,7303.4058,7262.1279,7354.8626,7094.9758,0.0057,85127203.65
BTC,2019-11-24,7041.7329,7303.4143,7338.6987,6920.6315,-0.0358,111568229
BTC,2019-11-25,7211.8618,6894.6514,7368.1474,6524.5529,0.0242,84482300.6
BTC,2019-11-26,7141.0694,7211.871,7336.301,7012.0577,-0.0098,80612882.25
BTC,2019-11-27,7523.4807,7141.0755,7660.6404,6851.6229,0.0536,78678173.07
BTC,2019-11-28,7390.2075,7523.4729,7647.5181,7379.3099,-0.0177,89641525.06
BTC,2019-11-29,7729.2659,7390.2107,7856.6079,7378.4055,0.0459,105119198.5
BTC,2019-11-30,7542.2356,7748.3355,7805.0293,7439.0989,-0.0242,87706815.89
BTC,2019-12-01,7381.963,7542.2453,7564.9401,7238.3222,-0.0213,81257785.31
BTC,2019-12-02,7333.4329,7381.962,7440.6157,7162.4921,-0.0066,89641525.06
BTC,2019-12-03,7315.3678,7315.4392,7407.4108,7238.7306,-0.0025,93510943.41
BTC,2019-12-04,7213.7338,7315.3693,7767.9087,7089.1413,-0.0139,101894683.2
BTC,2019-12-05,7398.7871,7213.7434,7488.1378,7155.1199,0.0257,107698810.7
BTC,2019-12-06,7511.8806,7392.9109,7583.3875,7304.0704,0.0153,93386357.5
BTC,2019-12-07,7532.1235,7511.8846,7619.666,7475.0156,0.0027,92816137.38
BTC,2019-12-08,7550.2392,7532.1235,7573.156,7387.154,0.0024,99217250.3
BTC,2019-12-09,7333.096,7550.2388,7652.7426,7285.2278,-0.0288,94736471.25
BTC,2019-12-10,7239.7626,7333.0959,7394.5047,7161.5273,-0.0127,94736471.25
BTC,2019-12-11,7198.0667,7240.0782,7269.4744,7131.6441,-0.0058,94736471.25
BTC,2019-12-12,7190.2724,7203.9566,7282.3361,7081.8802,-0.0011,84494690.58
BTC,2019-12-13,7238.8743,7188.0719,7297.5889,7183.2018,0.0068,85134801.87
BTC,2019-12-14,7087.025,7238.9931,7271.5712,7007.4269,-0.021,97296916.42
BTC,2019-12-15,7112.7315,7087.025,7198.3238,7007.5588,0.0036,96656805.13
BTC,2019-12-16,6883.4964,7112.505,7139.5802,6828.4794,-0.0322,79373800.24
BTC,2019-12-17,6584.0288,6884.6616,6933.7412,6565.0096,-0.0435,100497472.9
BTC,2019-12-18,7424.0154,6584.0304,7424.064,6427.9594,0.1276,90255692.21
BTC,2019-12-19,7147.5683,7285.122,7367.1589,7043.1622,-0.0372,85774913.16
BTC,2019-12-20,7139.9334,7147.569,7177.3922,7076.111,-0.0011,100622310.1
BTC,2019-12-21,7286.3351,7155.2132,7328.9308,7122.0242,0.0205,100413779
BTC,2019-12-22,7236.9862,7286.3363,7356.6405,7083.7347,-0.0068,113287340.4
BTC,2019-12-23,7166.1724,7236.9861,7498.7973,7127.9363,-0.0098,108781593.9
BTC,2019-12-24,7235.6267,7166.173,7292.0067,7045.1229,0.0097,92045964.05
BTC,2019-12-25,7212.8094,7235.6236,7277.8041,7120.214,-0.0032,80459758.79
BTC,2019-12-26,7183.7065,7212.8084,7427.4723,7105.7239,-0.004,82390793
BTC,2019-12-27,7227.2937,7183.7061,7251.3812,7065.2783,0.0061,107494237.7
BTC,2019-12-28,7311.5606,7227.2944,7348.7898,7217.0796,0.0117,93333320.19
BTC,2019-12-29,7385.4648,7315.1515,7520.637,7272.5938,0.0101,95908032.47
BTC,2019-12-30,7251.2768,7379.1579,7396.6033,7202.1308,-0.0182,99770100.89
BTC,2019-12-31,7179.9578,7251.2779,7298.892,7119.6269,-0.0098,106850559.7
BTC,2020-01-01,7174.744,7179.9577,7237.0149,7152.9924,-0.0007,93333320.19
BTC,2020-01-02,6955.4876,7174.7124,7190.1887,6914.8575,-0.0306,112718458.5
BTC,2020-01-03,7291.2195,6955.4876,7390.0418,6852.0934,0.0483,96717718.31
BTC,2020-01-04,7337.6367,7291.2175,7390.7629,7263.1787,0.0064,115924073.7
BTC,2020-01-05,7347.4333,7337.4214,7487.3339,7316.7634,0.0013,115238132.5
BTC,2020-01-06,7713.8608,7351.5789,7749.6486,7339.7025,0.0499,111808426.1
BTC,2020-01-07,8039.6037,7714.9085,8192.1589,7708.8854,0.0422,92602070.72
BTC,2020-01-08,8067.6064,8046.8029,8463.1834,7871.0355,0.0035,120725662.6
BTC,2020-01-09,7808.7014,8046.1115,8046.2839,7755.4012,-0.0321,97403659.58
BTC,2020-01-10,8087.4529,7808.7037,8136.4991,7670.4578,0.0357,107692778.5
BTC,2020-01-11,8078.9935,8195.476,8278.6606,8008.9051,-0.001,102205248.4
BTC,2020-01-12,8149.3137,8080.2296,8188.3858,7959.5335,0.0087,111808426.1
BTC,2020-01-13,8116.961,8150.8073,8191.1877,8035.3155,-0.004,103577131
BTC,2020-01-14,8735.1424,8110.5112,8848.922,8108.954,0.0762,98089600.84
BTC,2020-01-15,8843.6757,8735.1484,8897.6438,8558.7444,0.0124,99607271.22
BTC,2020-01-16,8711.6376,8825.3854,8855.5301,8587.5184,-0.0149,110915119.4
BTC,2020-01-17,8925.299,8711.6373,9009.5337,8665.0115,0.0245,116791417.1
BTC,2020-01-18,8939.8643,8925.3035,8971.8906,8803.0944,0.0016,116791417.1
BTC,2020-01-19,8638.1814,8939.88,9181.9728,8455.129,-0.0337,96958912.29
BTC,2020-01-20,8652.6838,8638.1827,8739.3538,8502.5703,0.0017,110180582.2
BTC,2020-01-21,8708.786,8652.6825,8783.7501,8486.3405,0.0065,111649656.6
BTC,2020-01-22,8635.0744,8708.8352,8797.7736,8575.1033,-0.0085,112384193.8
BTC,2020-01-23,8384.0888,8635.0741,8665.2724,8277.8091,-0.0291,114587805.4
BTC,2020-01-24,8451.2323,8381.5998,8512.4542,8220.8674,0.008,116791417.1
BTC,2020-01-25,8347.5675,8451.2321,8458.284,8256.0431,-0.0123,111649656.6
BTC,2020-01-26,8562.3075,8347.57,8597.9041,8282.3583,0.0257,120464103.2
BTC,2020-01-27,8881.9624,8562.3074,8982.0354,8554.1256,0.0373,105038821.7
BTC,2020-01-28,9131.115,8877.7336,9176.3886,8874.2848,0.0281,94755300.65
BTC,2020-01-29,9320.9784,9131.1147,9432.6775,9104.8241,0.0208,107321517
BTC,2020-01-30,9545.078,9288.5226,9633.251,9185.1813,0.024,123011831.7
BTC,2020-01-31,9388.8808,9548.5454,9558.4326,9198.659,-0.0164,119936535.9
BTC,2020-02-01,9363.1934,9388.8791,9451.0646,9284.4106,-0.0027,110710648.5
BTC,2020-02-02,9385.2604,9375.2268,9465.4879,9150.5346,0.0024,116092416.2
BTC,2020-02-03,9269.707,9385.2598,9603.1056,9222.9465,-0.0123,109941824.6
BTC,2020-02-04,9177.8946,9286.2078,9349.2471,9072.5882,-0.0099,113785944.3
BTC,2020-02-05,9625.4566,9177.8958,9745.1714,9147.6523,0.0488,122243007.8
BTC,2020-02-06,9681.3774,9600.4036,9856.4478,9527.1517,0.0058,103791233
BTC,2020-02-07,9795.3441,9681.3777,9872.6161,9653.133,0.0118,103791233
BTC,2020-02-08,9927.7783,9795.3436,9939.6715,9660.3092,0.0135,106866528.8
BTC,2020-02-09,10132.7065,9900.6846,10175.907,9888.1548,0.0206,106866528.8
BTC,2020-02-10,9838.9,10132.7065,10197.1993,9752.1958,-0.029,117630064.1
BTC,2020-02-11,10236.6352,9851.6443,10351.4559,9711.3609,0.0404,93796521.68
BTC,2020-02-12,10364.9263,10236.7933,10489.7799,10218.5229,0.0125,114190850.9
BTC,2020-02-13,10218.0997,10364.2324,10516.9179,10097.7617,-0.0142,109742275.2
BTC,2020-02-14,10367.528,10234.4677,10598.0302,10108.1592,0.0146,108969442.3
BTC,2020-02-15,9926.3537,10367.5275,10397.5365,9810.9281,-0.0426,104332444.7
BTC,2020-02-16,9876.235,9926.3535,10052.3546,9642.465,-0.005,109742275.2
BTC,2020-02-17,9636.6241,9933.9019,9966.0954,9468.2927,-0.0243,109742275.2
BTC,2020-02-18,10189.996,9636.6243,10272.7948,9615.2634,0.0574,121334769
BTC,2020-02-19,9701.0372,10190.0078,10290.3043,9365.7803,-0.048,115924938.6
BTC,2020-02-20,9631.4849,9608.932,9704.6926,9410.9214,-0.0072,108969442.3
BTC,2020-02-21,9670.8587,9631.4826,9770.3407,9579.2374,0.0041,97376948.41
BTC,2020-02-22,9689.0867,9696.5331,9724.3364,9575.0545,0.0019,119016270.3
BTC,2020-02-23,9919.5514,9689.086,10008.5405,9666.5195,0.0238,114379272.7
BTC,2020-02-24,9640.4695,9921.0486,10008.3785,9480.1859,-0.0281,109742275.2
BTC,2020-02-25,9392.8696,9640.4686,9679.5951,9251.1158,-0.0257,108969442.3
BTC,2020-02-26,8787.9784,9392.8686,9393.8641,8626.9357,-0.0644,111020255.7
BTC,2020-02-27,8784.9954,8790.3369,8977.5856,8530.4964,-0.0003,104700775.4
BTC,2020-02-28,8778.4705,8818.1023,8904.1262,8459.6953,-0.0007,113169220.5
BTC,2020-02-29,8639.5914,8778.4673,8806.845,8591.2925,-0.0158,121637665.6
BTC,2020-03-01,8548.9483,8639.5921,8747.7257,8412.7233,-0.0105,107010351.4
BTC,2020-03-02,8923.0444,8549.046,8977.3332,8491.4563,0.0438,136264979.8
BTC,2020-03-03,8791.1121,8916.7399,8919.2637,8652.809,-0.0148,114708937.8
BTC,2020-03-04,8756.9611,8791.1121,8852.2567,8682.6846,-0.0039,117788372.4
BTC,2020-03-05,9078.5788,8756.9621,9172.1383,8745.993,0.0367,128566393.4
BTC,2020-03-06,9126.6368,9073.1601,9191.1503,9004.9447,0.0053,125486958.8
BTC,2020-03-07,8925.2135,9126.8883,9204.6724,8858.6476,-0.0221,119328089.6
BTC,2020-03-08,8166.3139,8925.2175,8925.383,8163.6825,-0.085,120867806.9
BTC,2020-03-09,7875.7509,8166.3133,8256.1255,7625.1896,-0.0356,121637665.6
BTC,2020-03-10,7959.2283,7939.2528,8159.1579,7745.1521,0.0106,119877105.1
BTC,2020-03-11,7955.3063,7959.2337,7984.6025,7591.8972,-0.0005,108616241.4
BTC,2020-03-12,5800.2089,7954.44,7977.8437,5568.0167,-0.2709,97919187.32
BTC,2020-03-13,5672.6812,5803.7943,6013.2529,3867.0913,-0.022,124250397.4
BTC,2020-03-14,5304.15,5672.6511,5809.6403,5214.7743,-0.065,102856289.2
BTC,2020-03-15,5355.1874,5304.1491,6115.8345,5076.8621,0.0096,105324840.1
BTC,2020-03-16,4944.7023,5359.582,5439.4667,4452.2605,-0.0767,97919187.32
BTC,2020-03-17,5465.5826,4944.6925,5558.1293,4921.2031,0.1053,97919187.32
BTC,2020-03-18,5363.8229,5465.5553,5466.9423,5043.0751,-0.0186,101210588.6
BTC,2020-03-19,6301.0634,5363.8162,6428.7804,5274.9271,0.1747,82285031.36
BTC,2020-03-20,6185.2798,6301.1203,6942.9353,5680.1033,-0.0184,88044983.55
BTC,2020-03-21,6187.0538,6176.2058,6470.3548,5883.7542,0.0003,89690684.18
BTC,2020-03-22,5884.3401,6187.0421,6431.8732,5802.5534,-0.0489,102033438.9
BTC,2020-03-23,6455.4547,5829.3525,6620.8583,5694.1983,0.0971,104501989.8
BTC,2020-03-24,6784.318,6455.4507,6863.6022,6406.0374,0.0509,92159235.12
BTC,2020-03-25,6706.9851,6784.3252,6981.7204,6488.1119,-0.0114,108616241.4
BTC,2020-03-26,6721.4954,6697.9483,6796.0537,6537.8565,0.0022,75702228.85
BTC,2020-03-27,6682.78,6718.0849,6865.5414,6597.3076,-0.0058,112492821.4
BTC,2020-03-28,6229.4883,6682.7806,6688.0433,6044.4751,-0.0678,107197274.9
BTC,2020-03-29,5922.4898,6229.4933,6284.2725,5879.7775,-0.0493,93365368.43
BTC,2020-03-30,6483.7394,5879.8168,6615.7865,5858.8579,0.0948,104430893.6
BTC,2020-03-31,6446.4213,6483.617,6533.0649,6344.6335,-0.0058,101664512.3
BTC,2020-04-01,6537.3365,6446.4427,6605.4445,6159.5825,0.0141,109963656.2
BTC,2020-04-02,6850.5587,6537.687,7212.7251,6519.9349,0.0479,105814084.2
BTC,2020-04-03,6776.3701,6796.9252,7049.7064,6612.678,-0.0108,105814084.2
BTC,2020-04-04,6855.9333,6772.0073,7003.1261,6664.6108,0.0117,91290582.46
BTC,2020-04-05,6805.3623,6873.72,6908.8551,6684.7157,-0.0074,108580465.5
BTC,2020-04-06,7278.244,6809.0046,7319.9781,6775.111,0.0695,121029181.3
BTC,2020-04-07,7175.6675,7277.7043,7464.7322,7081.6392,-0.0141,88524201.18
BTC,2020-04-08,7367.2934,7175.6694,7424.7437,7155.2111,0.0267,116188014
BTC,2020-04-09,7321.8166,7366.901,7399.4691,7125.7755,-0.0062,103061194.8
BTC,2020-04-10,6866.3982,7321.8157,7325.3248,6752.5937,-0.0622,112650577.8
BTC,2020-04-11,6873.8485,6872.1373,6949.7889,6777.8897,0.0011,119234053.2
BTC,2020-04-12,7043.4389,6873.8486,7201.9904,6797.7791,0.0247,116308064.1
BTC,2020-04-13,6889.8638,7043.4389,7050.771,6600.7715,-0.0218,111919080.6
BTC,2020-04-14,6887.5549,6889.864,6991.3264,6772.3221,-0.0003,125086031.2
BTC,2020-04-15,6718.8,6887.5489,6942.9071,6701.0211,-0.0245,122891539.4
BTC,2020-04-16,7166.5828,6628.9753,7178.7659,6486.5313,0.0666,123623036.7
BTC,2020-04-17,7065.0824,7162.5272,7200.3172,6996.1491,-0.0142,112650577.8
BTC,2020-04-18,7277.1406,7065.0661,7301.8144,7029.016,0.03,92900151.84
BTC,2020-04-19,7185.8703,7277.1407,7292.863,7066.9472,-0.0125,115576566.9
BTC,2020-04-20,6856.1464,7185.8708,7221.9159,6764.4307,-0.0459,111187583.3
BTC,2020-04-21,6904.4758,6856.1464,6954.0051,6782.2394,0.007,117771058.6
BTC,2020-04-22,7118.3887,6904.4762,7165.52,6831.9479,0.031,115730561.6
BTC,2020-04-23,7562.0328,7118.3889,7725.6717,7037.5548,0.0623,103923467.2
BTC,2020-04-24,7497.8618,7556.0193,7608.3111,7407.2669,-0.0085,112649865.2
BTC,2020-04-25,7542.3034,7497.8599,7702.019,7445.6859,0.0059,114236483.1
BTC,2020-04-26,7624.8538,7542.3031,7707.5943,7503.7701,0.0109,107890011.8
BTC,2020-04-27,7776.5075,7624.8543,7798.2767,7621.4871,0.0199,108683320.7
BTC,2020-04-28,7761.7588,7788.5742,7793.636,7677.1788,-0.0019,111856556.3
BTC,2020-04-29,8773.1065,7761.7586,8973.0793,7725.5427,0.1303,122169572.2
BTC,2020-04-30,8767.6726,8768.0472,9469.0784,8415.4747,-0.0006,115029792
BTC,2020-05-01,8853.7745,8767.6721,9073.8175,8593.3804,0.0098,107096702.9
BTC,2020-05-02,8963.0576,8850.7888,9037.3419,8780.0379,0.0123,111856556.3
BTC,2020-05-03,8904.7138,9002.3969,9223.3855,8747.4334,-0.0065,117409718.7
BTC,2020-05-04,8887.5059,8904.5594,8968.5322,8539.5111,-0.0019,133275896.9
BTC,2020-05-05,8978.2836,8887.5075,9112.8662,8784.0996,0.0102,125342807.8
BTC,2020-05-06,9371.6843,9032.1832,9392.6354,8927.7771,0.0438,126294576.8
BTC,2020-05-07,9900.6789,9371.68,9958.734,9065.921,0.0564,123288445.7
BTC,2020-05-08,9917.2484,9903.8308,10062.7159,9732.8065,0.0017,117684425.4
BTC,2020-05-09,9617.5182,9917.2532,9957.1109,9546.041,-0.0302,109678682.2
BTC,2020-05-10,8786.6552,9616.3771,9650.0186,8166.4922,-0.0864,108878107.9
BTC,2020-05-11,8608.1252,8733.6379,9176.1864,8206.3315,-0.0203,136097634.8
BTC,2020-05-12,8815.2312,8608.1199,8980.6245,8509.5642,0.0241,125690168.6
BTC,2020-05-13,9330.9865,8823.7808,9416.5902,8802.9166,0.0585,116883851.1
BTC,2020-05-14,9757.2966,9330.9853,9940.9561,9273.4166,0.0457,95268344.37
BTC,2020-05-15,9362.6356,9795.2826,9848.1854,9155.5154,-0.0404,91265472.76
BTC,2020-05-16,9418.9186,9362.6366,9583.0624,9219.3622,0.006,100071790.3
BTC,2020-05-17,9684.702,9418.9137,9879.712,9327.7638,0.0282,100872364.6
BTC,2020-05-18,9723.6802,9673.8366,9933.9762,9523.849,0.004,81658580.89
BTC,2020-05-19,9719.4809,9723.317,9899.776,9473.7423,-0.0004,102473513.3
BTC,2020-05-20,9540.8866,9719.2545,9834.5578,9332.9152,-0.0184,92066047.08
BTC,2020-05-21,9141.1506,9540.2089,9571.0818,8806.7428,-0.0419,86971887.32
BTC,2020-05-22,9192.8451,9139.8904,9265.2516,8934.3807,0.0057,98579623.7
BTC,2020-05-23,9220.0759,9192.8453,9311.8493,9093.8343,0.003,83529299.47
BTC,2020-05-24,9048.7151,9219.746,9301.1793,8856.4709,-0.0186,89549429.17
BTC,2020-05-25,8905.7816,9048.6924,9051.693,8645.2125,-0.0158,87291880.53
BTC,2020-05-26,8835.7272,8905.7469,9010.8974,8707.1241,-0.0079,94064526.43
BTC,2020-05-27,9112.9792,8835.7272,9224.745,8820.5492,0.0314,93312010.22
BTC,2020-05-28,9507.5247,9113.1778,9523.4575,9008.0585,0.0433,103847237.2
BTC,2020-05-29,9425.2819,9507.5638,9621.6132,9335.8149,-0.0087,98579623.7
BTC,2020-05-30,9688.3244,9434.0338,9732.944,9334.9128,0.0279,95569558.86
BTC,2020-05-31,9427.6701,9688.5399,9698.1409,9394.2754,-0.0269,117392529
BTC,2020-06-01,10268.582,9427.2325,10357.7892,9417.3542,0.0892,112877431.7
BTC,2020-06-02,9516.1354,10268.2319,10292.7031,9298.921,-0.0733,100837172.3
BTC,2020-06-03,9667.0608,9516.3798,9680.2064,9406.9712,0.0159,97074591.28
BTC,2020-06-04,9811.3671,9667.0854,9875.6621,9472.251,0.0149,104599753.4
BTC,2020-06-05,9659.6613,9811.8294,9860.2314,9619.6175,-0.0155,108668660.7
BTC,2020-06-06,9677.051,9659.0531,9736.2711,9542.7734,0.0018,122192367.7
BTC,2020-06-07,9737.4586,9677.0507,9804.4465,9392.8429,0.0062,133797229.5
